prolificID,conditionName,taskName,meridian,repeat,threshold,numTrialsSent,questSD,readingCQAccuracy
5e57d38b533eec1818078f0b,crowding_L8_block1,crowding,L8,1,0.540354767,36.0,0.047106764,
5e57d38b533eec1818078f0b,crowding_R8_block2,crowding,R8,2,0.535006052,36.0,0.047961417,
5e57d38b533eec1818078f0b,crowding_L8_block2,crowding,L8,2,0.547105807,37.0,0.058265543,
5e57d38b533eec1818078f0b,acuity_R8_block1,acuity,R8,1,-0.508431247,36.0,0.04981686,
5e57d38b533eec1818078f0b,acuity_L8_block1,acuity,L8,1,-0.401654376,36.0,0.048931626,
6501b789e3ddbc0a0b79b925,crowding_R8_block1,crowding,R8,1,0.429168492,36.0,0.048397104,
6501b789e3ddbc0a0b79b925,crowding_L8_block1,crowding,L8,1,0.520545712,37.0,0.050371839,
6501b789e3ddbc0a0b79b925,crowding_R8_block2,crowding,R8,2,0.140422102,36.0,0.048196898,
6501b789e3ddbc0a0b79b925,crowding_L8_block2,crowding,L8,2,0.140179616,37.0,0.048193603,
6501b789e3ddbc0a0b79b925,acuity_R8_block1,acuity,R8,1,-0.526542386,36.0,0.053157622,
6501b789e3ddbc0a0b79b925,acuity_L8_block1,acuity,L8,1,-0.645688856,36.0,0.055119147,
5cb206ee3d6647001724d5af,crowding_R8_block1,crowding,R8,1,0.474734782,36.0,0.050127295,
5cb206ee3d6647001724d5af,crowding_L8_block1,crowding,L8,1,0.345331685,36.0,0.051913173,
5cb206ee3d6647001724d5af,crowding_R8_block2,crowding,R8,2,-0.049021797,36.0,0.051678581,
5cb206ee3d6647001724d5af,crowding_L8_block2,crowding,L8,2,0.035882006,36.0,0.04753266,
5cb206ee3d6647001724d5af,acuity_R8_block1,acuity,R8,1,-0.392619531,36.0,0.049153297,
5cb206ee3d6647001724d5af,acuity_L8_block1,acuity,L8,1,-0.288472985,36.0,0.069513425,
63174af7d57182f9bf90c094,crowding_R8_block1,crowding,R8,1,0.513379158,36.0,0.057636084,
63174af7d57182f9bf90c094,crowding_L8_block1,crowding,L8,1,0.830959639,36.0,0.051254849,
63174af7d57182f9bf90c094,crowding_R8_block2,crowding,R8,2,0.153948221,36.0,0.049135581,
63174af7d57182f9bf90c094,crowding_L8_block2,crowding,L8,2,0.774790582,37.0,0.064952098,
63174af7d57182f9bf90c094,acuity_R8_block1,acuity,R8,1,-0.435385555,36.0,0.049011528,
63174af7d57182f9bf90c094,acuity_L8_block1,acuity,L8,1,-0.479620953,36.0,0.05054126,
5ed4c3d73ac88100098198f1,crowding_R8_block1,crowding,R8,1,-0.062526959,36.0,0.053147274,
5ed4c3d73ac88100098198f1,crowding_L8_block1,crowding,L8,1,0.603169188,36.0,0.068188293,
5ed4c3d73ac88100098198f1,crowding_R8_block2,crowding,R8,2,0.197544853,36.0,0.051388938,
5ed4c3d73ac88100098198f1,crowding_L8_block2,crowding,L8,2,0.114369813,36.0,0.048099541,
5ed4c3d73ac88100098198f1,acuity_R8_block1,acuity,R8,1,-0.481777741,36.0,0.04828733,
5ed4c3d73ac88100098198f1,acuity_L8_block1,acuity,L8,1,-0.477646982,36.0,0.04787944,
672ca2646b6c51429825766f,crowding_R8_block1,crowding,R8,1,0.394006516,36.0,0.057882532,
672ca2646b6c51429825766f,crowding_L8_block1,crowding,L8,1,0.968952519,37.0,0.046914123,
672ca2646b6c51429825766f,crowding_R8_block2,crowding,R8,2,0.957475097,37.0,0.046677111,
672ca2646b6c51429825766f,crowding_L8_block2,crowding,L8,2,0.52279997,36.0,0.051979288,
672ca2646b6c51429825766f,acuity_R8_block1,acuity,R8,1,-0.401654376,36.0,0.049160793,
672ca2646b6c51429825766f,acuity_L8_block1,acuity,L8,1,-0.507067166,36.0,0.049837392,
644bc265cb8a19eab3311bab,crowding_R8_block1,crowding,R8,1,0.22919985,36.0,0.051085873,
644bc265cb8a19eab3311bab,crowding_L8_block1,crowding,L8,1,0.731960848,36.0,0.047888561,
644bc265cb8a19eab3311bab,crowding_R8_block2,crowding,R8,2,0.518423623,36.0,0.048228637,
644bc265cb8a19eab3311bab,crowding_L8_block2,crowding,L8,2,0.799531733,36.0,0.048299466,
644bc265cb8a19eab3311bab,acuity_R8_block1,acuity,R8,1,-0.401654376,36.0,0.048172486,
644bc265cb8a19eab3311bab,acuity_L8_block1,acuity,L8,1,-0.447488375,36.0,0.050444669,
5de7b588ff15c2a06658dd1d,crowding_R8_block1,crowding,R8,1,0.502168492,36.0,0.049586414,
5de7b588ff15c2a06658dd1d,crowding_L8_block1,crowding,L8,1,0.902873238,36.0,0.052872433,
5de7b588ff15c2a06658dd1d,crowding_R8_block2,crowding,R8,2,0.030152721,36.0,0.050634355,
5de7b588ff15c2a06658dd1d,crowding_L8_block2,crowding,L8,2,0.22919985,36.0,0.055774684,
5de7b588ff15c2a06658dd1d,acuity_R8_block1,acuity,R8,1,-0.526542386,36.0,0.049047874,
5de7b588ff15c2a06658dd1d,acuity_L8_block1,acuity,L8,1,-0.526542386,35.0,0.052766694,
66620fca28f0722a3733b612,crowding_R8_block1,crowding,R8,1,1.274880451,38.0,0.693948382,
66620fca28f0722a3733b612,crowding_L8_block1,crowding,L8,1,1.272931889,44.0,0.649369095,
66620fca28f0722a3733b612,crowding_R8_block2,crowding,R8,2,1.400717279,49.0,0.7368926,
66620fca28f0722a3733b612,crowding_L8_block2,crowding,L8,2,1.312165207,37.0,0.74844712,
66620fca28f0722a3733b612,acuity_R8_block1,acuity,R8,1,-0.028940131,38.0,0.051144292,
66620fca28f0722a3733b612,acuity_L8_block1,acuity,L8,1,0.17117611,36.0,0.060023288,
5f675a08b51c00065fdbe3db,crowding_R8_block1,crowding,R8,1,0.695698353,38.0,0.053364503,
5f675a08b51c00065fdbe3db,crowding_L8_block1,crowding,L8,1,0.017977406,39.0,0.049184645,
5f675a08b51c00065fdbe3db,crowding_R8_block2,crowding,R8,2,-0.393442844,38.0,0.052516135,
5f675a08b51c00065fdbe3db,crowding_L8_block2,crowding,L8,2,-0.154815302,37.0,0.047265523,
5f675a08b51c00065fdbe3db,acuity_R8_block1,acuity,R8,1,-0.598396923,36.0,0.047806639,
5f675a08b51c00065fdbe3db,acuity_L8_block1,acuity,L8,1,-0.928861067,36.0,0.049684069,
6777f3e9760d3844217b5ea8,crowding_R8_block1,crowding,R8,1,-0.16575286,36.0,0.051230773,
6777f3e9760d3844217b5ea8,crowding_L8_block1,crowding,L8,1,0.536282454,37.0,0.052049717,
6777f3e9760d3844217b5ea8,crowding_R8_block2,crowding,R8,2,0.506386692,36.0,0.057508806,
6777f3e9760d3844217b5ea8,crowding_L8_block2,crowding,L8,2,0.672295578,37.0,0.051912428,
6777f3e9760d3844217b5ea8,acuity_R8_block1,acuity,R8,1,-0.508431247,36.0,0.049828053,
6777f3e9760d3844217b5ea8,acuity_L8_block1,acuity,L8,1,-0.425245798,36.0,0.049065643,
581bd344930a280001062c90,crowding_R8_block1,crowding,R8,1,0.116473822,37.0,0.055653645,
581bd344930a280001062c90,crowding_L8_block1,crowding,L8,1,0.163812804,36.0,0.052707158,
581bd344930a280001062c90,crowding_R8_block2,crowding,R8,2,-0.177774437,36.0,0.054950422,
581bd344930a280001062c90,crowding_L8_block2,crowding,L8,2,0.666868824,36.0,0.05809748,
581bd344930a280001062c90,acuity_R8_block1,acuity,R8,1,-0.447488375,36.0,0.049917997,
581bd344930a280001062c90,acuity_L8_block1,acuity,L8,1,-0.447488375,36.0,0.049075232,
66823a439b3e59a13b37a28f,crowding_R8_block1,crowding,R8,1,0.347212764,37.0,0.04964037,
66823a439b3e59a13b37a28f,crowding_L8_block1,crowding,L8,1,0.932132813,36.0,0.071212719,
66823a439b3e59a13b37a28f,crowding_R8_block2,crowding,R8,2,-0.014459616,36.0,0.049019473,
66823a439b3e59a13b37a28f,crowding_L8_block2,crowding,L8,2,0.017719381,36.0,0.056864888,
66823a439b3e59a13b37a28f,acuity_R8_block1,acuity,R8,1,-0.681725739,36.0,0.05240076,
66823a439b3e59a13b37a28f,acuity_L8_block1,acuity,L8,1,-0.81249137,35.0,0.051048205,
5dd2d431181abc2ecde6edb4,crowding_R8_block1,crowding,R8,1,0.634354629,36.0,0.04796304,
5dd2d431181abc2ecde6edb4,crowding_L8_block1,crowding,L8,1,0.830478974,36.0,0.050919691,
5dd2d431181abc2ecde6edb4,crowding_R8_block2,crowding,R8,2,0.315309435,36.0,0.047373981,
5dd2d431181abc2ecde6edb4,crowding_L8_block2,crowding,L8,2,0.329155809,36.0,0.048595025,
5dd2d431181abc2ecde6edb4,acuity_R8_block1,acuity,R8,1,-0.481777741,36.0,0.051547052,
5dd2d431181abc2ecde6edb4,acuity_L8_block1,acuity,L8,1,-0.526542386,36.0,0.049780818,
6676fab6295042ff191ead64,crowding_R8_block1,crowding,R8,1,0.568542067,36.0,0.04901679,
6676fab6295042ff191ead64,crowding_L8_block1,crowding,L8,1,0.776942336,37.0,0.051298261,
6676fab6295042ff191ead64,crowding_R8_block2,crowding,R8,2,0.588668693,36.0,0.049023903,
6676fab6295042ff191ead64,crowding_L8_block2,crowding,L8,2,0.933795213,36.0,0.050296474,
6676fab6295042ff191ead64,acuity_R8_block1,acuity,R8,1,-0.329820808,36.0,0.048383103,
6676fab6295042ff191ead64,acuity_L8_block1,acuity,L8,1,-0.48448938,36.0,0.05125502,
6760530dda5ffd6c22301dce,crowding_R8_block1,crowding,R8,1,0.274136564,36.0,0.047777965,
6760530dda5ffd6c22301dce,crowding_L8_block1,crowding,L8,1,0.126146016,36.0,0.047233578,
6760530dda5ffd6c22301dce,crowding_R8_block2,crowding,R8,2,0.030758243,36.0,0.052296407,
6760530dda5ffd6c22301dce,crowding_L8_block2,crowding,L8,2,0.114369813,36.0,0.050142424,
6760530dda5ffd6c22301dce,acuity_R8_block1,acuity,R8,1,-0.348369323,36.0,0.048490339,
6760530dda5ffd6c22301dce,acuity_L8_block1,acuity,L8,1,-0.456174486,36.0,0.049812924,
676304145bbe20d1fd5d653c,crowding_R8_block1,crowding,R8,1,1.163764834,40.0,0.719895966,
676304145bbe20d1fd5d653c,crowding_L8_block1,crowding,L8,1,1.090762665,41.0,0.702371634,
676304145bbe20d1fd5d653c,crowding_R8_block2,crowding,R8,2,1.27841545,40.0,0.715397949,
676304145bbe20d1fd5d653c,crowding_L8_block2,crowding,L8,2,1.387562072,49.0,0.705028489,
676304145bbe20d1fd5d653c,acuity_R8_block1,acuity,R8,1,-0.26451728,39.0,0.052888666,
676304145bbe20d1fd5d653c,acuity_L8_block1,acuity,L8,1,-0.567613811,36.0,0.049088063,
67fffee26ec983c07f3a2abd,crowding_R8_block1,crowding,R8,1,0.488867582,37.0,0.050490074,
67fffee26ec983c07f3a2abd,crowding_L8_block1,crowding,L8,1,0.388415967,36.0,0.050479116,
67fffee26ec983c07f3a2abd,crowding_R8_block2,crowding,R8,2,0.281048455,36.0,0.051351183,
67fffee26ec983c07f3a2abd,crowding_L8_block2,crowding,L8,2,1.432946907,37.0,0.059883749,
67fffee26ec983c07f3a2abd,acuity_R8_block1,acuity,R8,1,-0.481777741,36.0,0.051565034,
67fffee26ec983c07f3a2abd,acuity_L8_block1,acuity,L8,1,-0.33028112,36.0,0.04918807,
6733ca6572d14762aea012ad,crowding_R8_block1,crowding,R8,1,-0.062526959,36.0,0.051847611,
6733ca6572d14762aea012ad,crowding_L8_block1,crowding,L8,1,0.696516553,37.0,0.04721779,
6733ca6572d14762aea012ad,crowding_R8_block2,crowding,R8,2,0.655215256,37.0,0.049609209,
6733ca6572d14762aea012ad,crowding_L8_block2,crowding,L8,2,0.575981415,36.0,0.047902129,
6733ca6572d14762aea012ad,acuity_R8_block1,acuity,R8,1,-0.526542386,36.0,0.05342701,
6733ca6572d14762aea012ad,acuity_L8_block1,acuity,L8,1,-0.401654376,35.0,0.049908745,
66a3b486230b71f8d86a5eec,crowding_R8_block1,crowding,R8,1,0.861173841,38.0,0.060076387,
66a3b486230b71f8d86a5eec,crowding_L8_block1,crowding,L8,1,1.158953255,37.0,0.099522582,
66a3b486230b71f8d86a5eec,crowding_R8_block2,crowding,R8,2,0.566632483,36.0,0.048108063,
66a3b486230b71f8d86a5eec,crowding_L8_block2,crowding,L8,2,0.478622692,36.0,0.048664533,
66a3b486230b71f8d86a5eec,acuity_R8_block1,acuity,R8,1,-0.176289649,36.0,0.047774624,
66a3b486230b71f8d86a5eec,acuity_L8_block1,acuity,L8,1,-0.556963923,36.0,0.052368752,
6731b2a212a760a9375e0943,crowding_R8_block1,crowding,R8,1,0.000515605,37.0,0.061386261,
6731b2a212a760a9375e0943,crowding_L8_block1,crowding,L8,1,0.363663659,36.0,0.051632851,
6731b2a212a760a9375e0943,crowding_R8_block2,crowding,R8,2,0.564416431,36.0,0.048292214,
6731b2a212a760a9375e0943,crowding_L8_block2,crowding,L8,2,0.52599618,37.0,0.048564308,
6731b2a212a760a9375e0943,acuity_R8_block1,acuity,R8,1,-0.731996767,36.0,0.058418606,
6731b2a212a760a9375e0943,acuity_L8_block1,acuity,L8,1,-0.727343902,36.0,0.050687184,
5ea619579a497562c9c5b34d,crowding_R8_block1,crowding,R8,1,0.645165108,37.0,0.04941928,
5ea619579a497562c9c5b34d,crowding_L8_block1,crowding,L8,1,0.588424496,36.0,0.051436502,
5ea619579a497562c9c5b34d,crowding_R8_block2,crowding,R8,2,0.524003282,36.0,0.051016935,
5ea619579a497562c9c5b34d,crowding_L8_block2,crowding,L8,2,0.558229382,37.0,0.050724785,
5ea619579a497562c9c5b34d,acuity_R8_block1,acuity,R8,1,-0.631999804,36.0,0.049115358,
5ea619579a497562c9c5b34d,acuity_L8_block1,acuity,L8,1,-0.612178852,36.0,0.051058808,
5c0873675b32d500012e3f2c,crowding_R8_block1,crowding,R8,1,-0.216720314,33.0,0.051271617,
5c0873675b32d500012e3f2c,crowding_L8_block1,crowding,L8,1,0.013060249,35.0,0.050980043,
5c0873675b32d500012e3f2c,crowding_R8_block2,crowding,R8,2,0.051362184,34.0,0.052871448,
5c0873675b32d500012e3f2c,crowding_L8_block2,crowding,L8,2,0.005860657,31.0,0.053361258,
5c0873675b32d500012e3f2c,acuity_R8_block1,acuity,R8,1,-0.329820808,34.0,0.081199007,
5c0873675b32d500012e3f2c,acuity_L8_block1,acuity,L8,1,-0.5646774,36.0,0.050805161,
67e461f383bb0fc948ffd5fd,crowding_R8_block1,crowding,R8,1,0.503697825,36.0,0.049141994,
67e461f383bb0fc948ffd5fd,crowding_L8_block1,crowding,L8,1,0.566598774,37.0,0.048982908,
67e461f383bb0fc948ffd5fd,crowding_R8_block2,crowding,R8,2,-0.252246942,36.0,0.050170929,
67e461f383bb0fc948ffd5fd,crowding_L8_block2,crowding,L8,2,0.120134479,36.0,0.051308374,
67e461f383bb0fc948ffd5fd,acuity_R8_block1,acuity,R8,1,-0.43189757,36.0,0.049109152,
67e461f383bb0fc948ffd5fd,acuity_L8_block1,acuity,L8,1,-0.371517759,36.0,0.047169724,
60ed501279c68ea1a313d0aa,crowding_R8_block1,crowding,R8,1,0.180382378,36.0,0.04957821,
60ed501279c68ea1a313d0aa,crowding_L8_block1,crowding,L8,1,0.635553053,36.0,0.047799218,
60ed501279c68ea1a313d0aa,crowding_R8_block2,crowding,R8,2,0.101051644,36.0,0.049723507,
60ed501279c68ea1a313d0aa,crowding_L8_block2,crowding,L8,2,0.448898862,36.0,0.048266215,
60ed501279c68ea1a313d0aa,acuity_R8_block1,acuity,R8,1,-0.401100727,36.0,0.048582611,
60ed501279c68ea1a313d0aa,acuity_L8_block1,acuity,L8,1,-0.447488375,36.0,0.049377967,
66b223d532199c29ed32c8f4,crowding_R8_block1,crowding,R8,1,0.409559628,36.0,0.05007622,
66b223d532199c29ed32c8f4,crowding_L8_block1,crowding,L8,1,0.439408213,36.0,0.053964884,
66b223d532199c29ed32c8f4,crowding_R8_block2,crowding,R8,2,0.493926393,36.0,0.050038224,
66b223d532199c29ed32c8f4,crowding_L8_block2,crowding,L8,2,0.881671578,36.0,0.050553534,
66b223d532199c29ed32c8f4,acuity_R8_block1,acuity,R8,1,-0.501623826,36.0,0.047946542,
66b223d532199c29ed32c8f4,acuity_L8_block1,acuity,L8,1,-0.53681672,36.0,0.0493657,
62db2644ab0a3a353c0dcb54,crowding_R8_block1,crowding,R8,1,0.418510626,37.0,0.048355931,
62db2644ab0a3a353c0dcb54,crowding_L8_block1,crowding,L8,1,0.371738255,36.0,0.047254067,
62db2644ab0a3a353c0dcb54,crowding_R8_block2,crowding,R8,2,-0.049021797,36.0,0.053052524,
62db2644ab0a3a353c0dcb54,crowding_L8_block2,crowding,L8,2,0.371738255,36.0,0.051114661,
62db2644ab0a3a353c0dcb54,acuity_R8_block1,acuity,R8,1,-0.526542386,36.0,0.050824379,
62db2644ab0a3a353c0dcb54,acuity_L8_block1,acuity,L8,1,-0.526542386,36.0,0.04907707,
60fd29f9a87256295399a571,crowding_R8_block1,crowding,R8,1,-0.192891316,35.0,0.052149532,
60fd29f9a87256295399a571,crowding_L8_block1,crowding,L8,1,-0.062526959,36.0,0.053138734,
60fd29f9a87256295399a571,crowding_R8_block2,crowding,R8,2,-0.433671428,37.0,0.062881768,
60fd29f9a87256295399a571,crowding_L8_block2,crowding,L8,2,0.693032328,36.0,0.048445304,
60fd29f9a87256295399a571,acuity_R8_block1,acuity,R8,1,-0.535928795,36.0,0.048362365,
60fd29f9a87256295399a571,acuity_L8_block1,acuity,L8,1,-0.535928795,36.0,0.048813338,
5d7bde81c7390f00169b2fdf,crowding_R8_block1,crowding,R8,1,-0.09799145,36.0,0.050809465,
5d7bde81c7390f00169b2fdf,crowding_L8_block1,crowding,L8,1,0.088146625,36.0,0.048629154,
5d7bde81c7390f00169b2fdf,crowding_R8_block2,crowding,R8,2,-0.008121338,36.0,0.053060677,
5d7bde81c7390f00169b2fdf,crowding_L8_block2,crowding,L8,2,0.588668742,37.0,0.065969921,
5d7bde81c7390f00169b2fdf,acuity_R8_block1,acuity,R8,1,-0.727343902,36.0,0.049453,
5d7bde81c7390f00169b2fdf,acuity_L8_block1,acuity,L8,1,-0.673954417,36.0,0.052869197,
5e80b109ca1800791e1ca40c,crowding_R8_block1,crowding,R8,1,0.463833871,37.0,0.048112857,
5e80b109ca1800791e1ca40c,crowding_L8_block1,crowding,L8,1,0.009158172,37.0,0.058090026,
5e80b109ca1800791e1ca40c,crowding_R8_block2,crowding,R8,2,-0.146278202,37.0,0.052412022,
5e80b109ca1800791e1ca40c,crowding_L8_block2,crowding,L8,2,-0.165747604,36.0,0.051760162,
5e80b109ca1800791e1ca40c,acuity_R8_block1,acuity,R8,1,-0.548626089,36.0,0.049719019,
5e80b109ca1800791e1ca40c,acuity_L8_block1,acuity,L8,1,-0.526542386,36.0,0.049513559,
654e3fca4ff8d33df725feae,crowding_R8_block1,crowding,R8,1,0.102186404,36.0,0.047932166,
654e3fca4ff8d33df725feae,crowding_L8_block1,crowding,L8,1,0.449016138,36.0,0.050271447,
654e3fca4ff8d33df725feae,crowding_R8_block2,crowding,R8,2,0.484691095,36.0,0.049334402,
654e3fca4ff8d33df725feae,crowding_L8_block2,crowding,L8,2,0.473837676,37.0,0.04889004,
654e3fca4ff8d33df725feae,acuity_R8_block1,acuity,R8,1,-0.516208927,36.0,0.050775293,
654e3fca4ff8d33df725feae,acuity_L8_block1,acuity,L8,1,-0.546656728,36.0,0.048305513,
676e09a334757c5868cce157,crowding_R8_block1,crowding,R8,1,0.222968446,35.0,0.059625262,
676e09a334757c5868cce157,crowding_L8_block1,crowding,L8,1,0.107632669,33.0,0.055579919,
676e09a334757c5868cce157,crowding_R8_block2,crowding,R8,2,0.409559628,36.0,0.047758992,
676e09a334757c5868cce157,crowding_L8_block2,crowding,L8,2,0.062838186,36.0,0.050481334,
676e09a334757c5868cce157,acuity_R8_block1,acuity,R8,1,-0.429620689,36.0,0.050403559,
676e09a334757c5868cce157,acuity_L8_block1,acuity,L8,1,-0.504732723,36.0,0.049389498,
5d743ec4869c8f0019b35907,crowding_R8_block1,crowding,R8,1,0.407772815,37.0,0.049328867,
5d743ec4869c8f0019b35907,crowding_L8_block1,crowding,L8,1,0.042877209,37.0,0.05908987,
5d743ec4869c8f0019b35907,crowding_R8_block2,crowding,R8,2,0.657618119,36.0,0.047082398,
5d743ec4869c8f0019b35907,crowding_L8_block2,crowding,L8,2,0.776216163,37.0,0.051924396,
5d743ec4869c8f0019b35907,acuity_R8_block1,acuity,R8,1,-0.288472985,36.0,0.060833869,
5d743ec4869c8f0019b35907,acuity_L8_block1,acuity,L8,1,-0.401654376,36.0,0.047811889,
6682fb350787f54e89d4001b,crowding_R8_block1,crowding,R8,1,0.665059449,37.0,0.048371443,
6682fb350787f54e89d4001b,crowding_L8_block1,crowding,L8,1,0.772430326,37.0,0.053710193,
6682fb350787f54e89d4001b,crowding_R8_block2,crowding,R8,2,1.02997572,36.0,0.057291601,
6682fb350787f54e89d4001b,crowding_L8_block2,crowding,L8,2,0.887160071,37.0,0.05661395,
6682fb350787f54e89d4001b,acuity_R8_block1,acuity,R8,1,-0.447488375,36.0,0.048968063,
6682fb350787f54e89d4001b,acuity_L8_block1,acuity,L8,1,-0.156629477,36.0,0.048564086,
5f5452df72345118f58d187b,crowding_R8_block1,crowding,R8,1,0.846608185,36.0,0.07285283,
5f5452df72345118f58d187b,crowding_L8_block1,crowding,L8,1,0.649048574,37.0,0.050681191,
5f5452df72345118f58d187b,crowding_R8_block2,crowding,R8,2,-0.074041407,36.0,0.048615158,
5f5452df72345118f58d187b,crowding_L8_block2,crowding,L8,2,-0.278634574,36.0,0.050116521,
5f5452df72345118f58d187b,acuity_R8_block1,acuity,R8,1,-0.447488375,36.0,0.050479202,
5f5452df72345118f58d187b,acuity_L8_block1,acuity,L8,1,-0.647076622,36.0,0.050616827,
5d12ce9596919a0019367dd4,crowding_R8_block1,crowding,R8,1,0.373035051,36.0,0.046839706,
5d12ce9596919a0019367dd4,crowding_L8_block1,crowding,L8,1,0.513067657,36.0,0.049961493,
5d12ce9596919a0019367dd4,crowding_R8_block2,crowding,R8,2,0.180382378,36.0,0.056938677,
5d12ce9596919a0019367dd4,crowding_L8_block2,crowding,L8,2,0.062484197,37.0,0.05665979,
5d12ce9596919a0019367dd4,acuity_R8_block1,acuity,R8,1,-0.340731954,36.0,0.049029659,
5d12ce9596919a0019367dd4,acuity_L8_block1,acuity,L8,1,-0.670788399,36.0,0.05074466,
66849954ad6f34a6abffe11f,crowding_R8_block1,crowding,R8,1,0.702605998,37.0,0.047155572,
66849954ad6f34a6abffe11f,crowding_L8_block1,crowding,L8,1,0.611750989,36.0,0.050060432,
66849954ad6f34a6abffe11f,crowding_R8_block2,crowding,R8,2,0.608722696,37.0,0.049111276,
66849954ad6f34a6abffe11f,crowding_L8_block2,crowding,L8,2,0.802257085,36.0,0.047321415,
66849954ad6f34a6abffe11f,acuity_R8_block1,acuity,R8,1,-0.329820808,36.0,0.061404236,
66849954ad6f34a6abffe11f,acuity_L8_block1,acuity,L8,1,0.194990493,36.0,0.063322869,
588a59813e1f290001aa78c1,crowding_R8_block1,crowding,R8,1,0.477068005,36.0,0.049716484,
588a59813e1f290001aa78c1,crowding_L8_block1,crowding,L8,1,0.478622692,36.0,0.050293909,
588a59813e1f290001aa78c1,crowding_R8_block2,crowding,R8,2,0.005860657,36.0,0.049049662,
588a59813e1f290001aa78c1,crowding_L8_block2,crowding,L8,2,-0.160898589,37.0,0.052739733,
588a59813e1f290001aa78c1,acuity_R8_block1,acuity,R8,1,-0.401654376,36.0,0.04914593,
588a59813e1f290001aa78c1,acuity_L8_block1,acuity,L8,1,-0.51132266,36.0,0.050391165,
5d453e8723a5bb0001492546,crowding_R8_block1,crowding,R8,1,0.166587129,36.0,0.069790487,
5d453e8723a5bb0001492546,crowding_L8_block1,crowding,L8,1,0.317474236,37.0,0.053460683,
5d453e8723a5bb0001492546,crowding_R8_block2,crowding,R8,2,0.44795623,37.0,0.048887035,
5d453e8723a5bb0001492546,crowding_L8_block2,crowding,L8,2,0.633534641,36.0,0.051980824,
5d453e8723a5bb0001492546,acuity_R8_block1,acuity,R8,1,-0.257443198,35.0,0.047724621,
5d453e8723a5bb0001492546,acuity_L8_block1,acuity,L8,1,-0.360630423,36.0,0.050831962,
6746c680672c3ab45f25efb7,crowding_R8_block1,crowding,R8,1,0.635639681,32.0,0.051096871,
6746c680672c3ab45f25efb7,crowding_L8_block1,crowding,L8,1,0.227761762,37.0,0.057260528,
6746c680672c3ab45f25efb7,crowding_R8_block2,crowding,R8,2,0.444723439,35.0,0.055179002,
6746c680672c3ab45f25efb7,crowding_L8_block2,crowding,L8,2,0.365434854,37.0,0.05334951,
6746c680672c3ab45f25efb7,acuity_R8_block1,acuity,R8,1,-0.650028983,36.0,0.052613111,
6746c680672c3ab45f25efb7,acuity_L8_block1,acuity,L8,1,-0.288472985,36.0,0.076701077,
66d8b1917c364ec10c95a0c6,crowding_R8_block1,crowding,R8,1,0.354733541,36.0,0.048180468,
66d8b1917c364ec10c95a0c6,crowding_L8_block1,crowding,L8,1,0.846207389,36.0,0.059840428,
66d8b1917c364ec10c95a0c6,crowding_R8_block2,crowding,R8,2,0.588498402,36.0,0.048024478,
66d8b1917c364ec10c95a0c6,crowding_L8_block2,crowding,L8,2,0.324594457,37.0,0.062193859,
66d8b1917c364ec10c95a0c6,acuity_R8_block1,acuity,R8,1,-0.727343902,36.0,0.049147512,
66d8b1917c364ec10c95a0c6,acuity_L8_block1,acuity,L8,1,-0.566342616,36.0,0.047599791,
66b93ba9ccbb002158c59355,crowding_R8_block1,crowding,R8,1,0.103825453,36.0,0.113383867,
